TABLE NO.  1
 NUM         IPRED       NPDE        CWRES       DV          PRED        RES         WRES
  1.7500E+02  4.2564E+01 -2.3263E+00 -1.4091E+00  3.1582E+01  2.7704E+01  3.8782E+00 -1.8103E+00
  1.7600E+02  2.8057E+01 -2.0189E-01 -2.1834E-01  2.7608E+01  1.6881E+01  1.0727E+01 -1.0812E-01
  1.7700E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7800E+02  1.8427E+02  9.6742E-01  9.4702E-01  2.1187E+02  1.7997E+02  3.1902E+01  9.5851E-01
  1.7900E+02  2.1977E+02 -1.6449E+00 -1.5018E+00  1.5055E+02  2.2509E+02 -7.4542E+01 -1.3621E+00
  1.8000E+02  2.2775E+02  1.4051E+00  1.3475E+00  2.9018E+02  2.4144E+02  4.8739E+01  1.2806E+00
  1.8100E+02  2.2428E+02 -9.1537E-01 -1.0016E+00  1.8352E+02  2.4423E+02 -6.0706E+01 -8.5350E-01
  1.8200E+02  2.0501E+02 -9.1537E-01 -9.8583E-01  1.7179E+02  2.3151E+02 -5.9721E+01 -8.2913E-01
  1.8300E+02  1.8279E+02  7.5270E-02  8.0224E-02  1.9376E+02  2.1164E+02 -1.7880E+01  7.2273E-02
  1.8400E+02  1.6535E+02 -1.0364E+00 -1.1828E+00  1.3428E+02  1.9495E+02 -6.0668E+01 -1.0065E+00
  1.8500E+02  1.4736E+02  9.5417E-01  1.2078E+00  1.9071E+02  1.7726E+02  1.3454E+01  9.4606E-01
  1.8600E+02  1.2207E+02 -6.1281E-01 -8.0361E-01  1.0919E+02  1.5183E+02 -4.2643E+01 -7.3626E-01
  1.8700E+02  8.6715E+01 -1.3008E+00 -1.5323E+00  6.4571E+01  1.1506E+02 -5.0486E+01 -1.3332E+00
  1.8800E+02  5.0198E+01 -6.2293E-01 -3.4374E-01  4.8188E+01  7.4563E+01 -2.6375E+01 -5.2324E-01
  1.8900E+02  4.1144E+01 -1.7132E+00 -2.0872E+00  2.4610E+01  6.3809E+01 -3.9199E+01 -1.6013E+00
  1.9000E+02  1.9360E+01  4.1246E-01  1.4465E+00  2.4905E+01  3.5646E+01 -1.0741E+01  6.0137E-01
  1.9100E+02  1.0899E+01 -1.0043E-01  2.2289E-01  1.1143E+01  2.3098E+01 -1.1955E+01  1.6676E-01
  1.9300E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.9400E+02  1.0451E+02  1.0884E-01  3.7621E-01  1.1940E+02  1.6265E+02 -4.3255E+01  1.1553E-01
  1.9500E+02  1.5416E+02 -1.3008E+00 -1.6099E+00  1.1829E+02  2.3080E+02 -1.1251E+02 -1.1586E+00
  1.9600E+02  1.6638E+02 -1.9337E-01 -3.1475E-01  1.7144E+02  2.4440E+02 -7.2958E+01 -3.2640E-01
  1.9700E+02  1.7327E+02 -8.2977E-01 -1.1658E+00  1.4903E+02  2.4721E+02 -9.8182E+01 -9.0500E-01
  1.9800E+02  1.6878E+02 -8.5359E-01 -1.0111E+00  1.4938E+02  2.3326E+02 -8.3883E+01 -8.1326E-01
